CustomerID;Title;FirstName;MiddleName;LastName;Suffix;AddressLine1;AddressLine2;City;StateProvinceName;CountryRegionName;PostalCode;PhoneNumber;BirthDate;Education;Occupation;Gender;MaritalStatus;HomeOwnerFlag;NumberCarsOwned;NumberChildrenAtHome;TotalChildren;YearlyIncome;LastUpdated;BikeBuyer;AvgMonthSpend;BikeBuyerText;Today;Age;age groups
15097;NULL;Morgan;NULL;Bennett;NULL;5283 Rishell Ct.;NULL;Kirkby;England;United Kingdom;KB9;1 (11) 500 555-0198;23855;Bachelors;Manual;F;M;1;0;1;2;27009;6/03/2017;0;46.92;NO;14/09/2024;59;40-59
12204;NULL;Bradley;NULL;Jai;NULL;9847 Galloway Dr.;NULL;Beaverton;Oregon;United States;97005;598-555-0176;21218;Graduate Degree;Skilled Manual;M;M;1;0;1;2;60002;6/03/2017;1;51.39;YES;14/09/2024;67;60+
19738;NULL;Henry;NULL;Martinez;NULL;8993 Escobar;NULL;Bellingham;Washington;United States;98225;248-555-0138;22122;Graduate Degree;Professional;M;M;1;3;0;2;133496;6/03/2017;1;52.29;YES;14/09/2024;64;60+
11224;NULL;Tiffany;J;Li;NULL;6404 Del Mar Ave;NULL;Burien;Washington;United States;98168;197-555-0118;26182;High School;Manual;F;S;1;0;0;0;27709;6/03/2017;0;48.31;NO;14/09/2024;53;40-59
23932;NULL;Carrie;NULL;Jim?©nez;NULL;70, all?©e des Princes;NULL;Verrieres Le Buisson;Essonne;France;91370;1 (11) 500 555-0139;30591;Partial College;Skilled Manual;F;M;1;1;1;1;55748;6/03/2017;1;51.03;YES;14/09/2024;41;40-59
11447;NULL;Jennifer;NULL;Roberts;NULL;618 Natalie Drive;NULL;Hervey Bay;Queensland;Australia;4655;1 (11) 500 555-0112;34562;Bachelors;Management;F;M;1;2;0;0;107430;6/03/2017;0;51.38;NO;14/09/2024;30;30-39
20474;NULL;Edward;S;Turner;NULL;6498 Mining Rd.;NULL;Lake Oswego;Oregon;United States;97034;364-555-0152;31142;Bachelors;Management;M;M;1;1;0;2;108612;6/03/2017;0;56.13;NO;14/09/2024;39;30-39
22069;NULL;Bailey;L;Reed;NULL;3652 Happy Valley Road;NULL;Beverly Hills;California;United States;90210;879-555-0197;30656;Partial College;Management;F;S;1;3;0;0;108418;6/03/2017;1;55.85;YES;14/09/2024;41;40-59
27562;NULL;Haley;S;Bailey;NULL;5643 Palms Dr.;NULL;Vancouver;British Columbia;Canada;V7L 4J4;569-555-0170;29029;Bachelors;Management;F;M;1;1;2;2;106585;6/03/2017;1;51.79;YES;14/09/2024;45;40-59
15520;NULL;Desiree;NULL;Navarro;NULL;611 Hilltop Dr.;NULL;Coronado;California;United States;92118;489-555-0112;31217;Bachelors;Management;F;S;1;2;0;0;106610;6/03/2017;1;52.57;YES;14/09/2024;39;30-39
18749;NULL;Olivia;B;Stewart;NULL;2844 Plymouth Drive;NULL;Newton;British Columbia;Canada;V2M1S6;478-555-0145;35291;High School;Manual;F;M;0;1;0;0;32583;6/03/2017;0;46.35;NO;14/09/2024;28;24 -29
27534;NULL;Candace;NULL;Chapman;NULL;7173 Oak Creek Ct;NULL;Burlingame;California;United States;94010;338-555-0171;30884;Bachelors;Clerical;F;S;0;0;0;0;80168;6/03/2017;1;54.06;YES;14/09/2024;40;40-59
19699;NULL;Stephanie;NULL;James;NULL;2696 Santa Rita Dr.;NULL;Spokane;Washington;United States;99202;685-555-0141;29718;High School;Skilled Manual;F;M;1;0;0;1;53952;6/03/2017;0;48.94;NO;14/09/2024;43;40-59
13973;NULL;Bethany;L;Shan;NULL;8751 Upland Dr.;NULL;Cloverdale;South Australia;Australia;6105;1 (11) 500 555-0162;30835;Bachelors;Professional;F;S;1;1;0;0;136878;6/03/2017;0;52.12;NO;14/09/2024;40;40-59
11981;NULL;Alexandria;NULL;Howard;NULL;341 Victory Lane;NULL;Everett;Washington;United States;98201;935-555-0120;28159;High School;Manual;F;S;0;1;0;0;26325;6/03/2017;0;48.2;NO;14/09/2024;48;40-59
14606;NULL;Amanda;P;Cooper;NULL;6196 Nottingham Place;#313;Victoria;British Columbia;Canada;V8V;424-555-0137;31273;Bachelors;Clerical;F;S;0;1;0;0;86909;6/03/2017;0;54.09;NO;14/09/2024;39;30-39
19277;NULL;Billy;L;Jim?©nez;NULL;8734, cours Mirabeau;NULL;Chatou;Yveline;France;78400;1 (11) 500 555-0130;29429;High School;Manual;M;M;1;0;0;2;28039;6/03/2017;0;50.32;NO;14/09/2024;44;40-59
11366;NULL;Virginia;R;Patel;NULL;3118 Creekside Drive;NULL;Seaford;Victoria;Australia;3198;1 (11) 500 555-0146;36458;Bachelors;Manual;F;M;0;1;0;0;36202;6/03/2017;0;46.74;NO;14/09/2024;25;24 -29
11030;NULL;Bethany;G;Yuan;NULL;636 Vine Hill Way;NULL;Cloverdale;South Australia;Australia;6105;1 (11) 500 555-0182;24525;Partial High School;Skilled Manual;F;M;1;1;0;2;60267;6/03/2017;1;49.56;YES;14/09/2024;58;40-59
28621;NULL;Kristen;NULL;Liu;NULL;3723 Mt. Sequoia Ct.;NULL;Barstow;California;United States;92311;136-555-0125;28758;Partial College;Management;F;M;1;2;1;2;106524;6/03/2017;1;55.15;YES;14/09/2024;46;40-59
15681;NULL;Emma;P;Gonzales;NULL;6668 Mazatlan;NULL;Oxford;England;United Kingdom;OX1;1 (11) 500 555-0170;27251;Partial College;Clerical;F;M;1;2;0;2;84656;6/03/2017;1;50.1;YES;14/09/2024;50;40-59
12517;NULL;Alexa;NULL;Watson;NULL;Residenz Stra?üe 98;NULL;Kassel;Hessen;Germany;34117;1 (11) 500 555-0191;35667;Partial College;Clerical;F;S;0;0;0;0;81768;6/03/2017;0;52.15;NO;14/09/2024;27;24 -29
17100;NULL;Vincent;M;Wang;NULL;Carlsplatz 4652;NULL;Paderborn;Hamburg;Germany;33041;1 (11) 500 555-0163;33637;High School;Manual;M;S;0;1;0;0;34440;6/03/2017;1;49.16;YES;14/09/2024;33;30-39
26701;NULL;Katherine;L;Hill;NULL;7936 Hemlock Ave.;NULL;Shawnee;British Columbia;Canada;V8Z 4N5;929-555-0191;30021;Partial College;Skilled Manual;F;M;1;1;1;1;59168;6/03/2017;1;49.35;YES;14/09/2024;43;40-59
23697;NULL;Cody;NULL;Kelly;NULL;6489 North 49th St.;NULL;Corvallis;Oregon;United States;97330;813-555-0126;24019;Partial High School;Skilled Manual;M;M;1;1;0;2;57921;6/03/2017;0;48.27;NO;14/09/2024;59;40-59
22355;NULL;Logan;NULL;Jones;NULL;7860 Banbury Loop;NULL;Concord;California;United States;94519;480-555-0159;28242;High School;Clerical;M;M;1;2;1;1;77676;6/03/2017;1;59.59;YES;14/09/2024;47;40-59
14427;NULL;Emmanuel;NULL;Patel;NULL;3410 Meadowbrook Dr.;NULL;London;England;United Kingdom;SW8 1XD;1 (11) 500 555-0134;27888;Partial College;Skilled Manual;M;M;1;0;0;2;57532;6/03/2017;0;51.62;NO;14/09/2024;48;40-59
25914;NULL;Seth;NULL;Hughes;NULL;5043 Minert Rd.;NULL;Seattle;Washington;United States;98104;703-555-0128;35886;Partial College;Management;M;M;0;3;0;0;104167;6/03/2017;1;51.42;YES;14/09/2024;26;24 -29
12885;NULL;Jonathan;R;Anderson;NULL;8673 Mt. Wilson Way;NULL;San Francisco;California;United States;94109;470-555-0179;33465;Graduate Degree;Manual;M;M;0;0;0;1;36959;6/03/2017;1;46.21;YES;14/09/2024;33;30-39
14255;NULL;Jonathan;L;Jackson;NULL;40 Ellis St.;NULL;Bothell;Washington;United States;98011;674-555-0110;23068;Bachelors;Skilled Manual;M;S;1;1;0;1;61099;6/03/2017;1;53.35;YES;14/09/2024;62;60+
25864;NULL;Petr;NULL;Lazecky;NULL;5497 St. Andrews Way;NULL;Vancouver;British Columbia;Canada;V7L 4J4;726-555-0126;24265;High School;Clerical;F;M;1;0;0;2;83947;6/03/2017;1;50.21;YES;14/09/2024;58;40-59
25483;NULL;Dennis;E;Ma;NULL;22, rue Philibert-Delorme;NULL;Paris;Seine (Paris);France;75002;1 (11) 500 555-0168;19758;Partial College;Management;M;S;1;1;0;1;110247;6/03/2017;1;50.92;YES;14/09/2024;71;60+
15722;NULL;Angela;NULL;Jenkins;NULL;913 Pelican Loop;NULL;Bendigo;Victoria;Australia;3550;1 (11) 500 555-0118;34664;Bachelors;Management;F;M;1;2;0;0;112185;6/03/2017;0;51.06;NO;14/09/2024;30;30-39
14449;NULL;Logan;S;Jenkins;NULL;3484 Chocolate Court;NULL;Marysville;Washington;United States;98270;733-555-0189;30812;Partial College;Skilled Manual;M;S;0;0;0;0;59554;6/03/2017;1;57.51;YES;14/09/2024;40;40-59
17797;NULL;Ebony;NULL;Martinez;NULL;Heideweg 1442;NULL;Stuttgart;Saarland;Germany;70511;1 (11) 500 555-0165;31325;High School;Skilled Manual;F;S;0;1;0;0;53791;6/03/2017;0;52.51;NO;14/09/2024;39;30-39
24969;NULL;Vanessa;NULL;Gonzales;NULL;7773 Hillcrest;NULL;Puyallup;Washington;United States;98371;567-555-0193;25107;Partial College;Skilled Manual;F;M;1;2;1;2;58877;6/03/2017;1;49.41;YES;14/09/2024;56;40-59
28440;NULL;Allison;NULL;Ramirez;NULL;9, rue Philibert-Delorme;NULL;Lille;Nord;France;59000;1 (11) 500 555-0111;34855;Partial High School;Skilled Manual;F;S;0;1;0;0;52537;6/03/2017;0;50.11;NO;14/09/2024;29;24 -29
24365;NULL;Mallory;NULL;Navarro;NULL;112, rue Marbeuf;NULL;Rockhampton;Queensland;Australia;4700;1 (11) 500 555-0122;32260;Bachelors;Clerical;F;S;0;1;0;0;77814;6/03/2017;0;51.87;NO;14/09/2024;36;30-39
13142;NULL;Xavier;L;Moore;NULL;7489 Relief Valley Ct;NULL;Novato;California;United States;94947;647-555-0131;34781;High School;Skilled Manual;M;M;0;0;0;0;60198;6/03/2017;0;48.3;NO;14/09/2024;30;24 -29
26698;NULL;Brooke;L;Rivera;NULL;8297 Pheasant Court;NULL;Imperial Beach;California;United States;91932;486-555-0148;30593;Partial College;Clerical;F;M;1;3;1;1;80274;6/03/2017;1;54.15;YES;14/09/2024;41;40-59
14495;NULL;Nathan;NULL;Diaz;NULL;6002 Hickory Drive;Studio # 403;Grossmont;California;United States;91941;164-555-0161;26473;Partial College;Skilled Manual;M;M;1;2;1;2;55156;6/03/2017;1;50.58;YES;14/09/2024;52;40-59
11533;NULL;Ebony;E;Gill;NULL;3235 Mi Casa Court;NULL;Birmingham;Alabama;United States;35203;327-555-0157;28327;Partial College;Skilled Manual;F;M;1;0;1;2;54228;6/03/2017;1;50.69;YES;14/09/2024;47;40-59
17585;NULL;Seth;R;Griffin;NULL;8287 Altura Dr.;NULL;Westminster;British Columbia;Canada;V3L 1H4;487-555-0197;32222;Bachelors;Clerical;M;S;0;3;0;0;81934;6/03/2017;1;51.6;YES;14/09/2024;37;30-39
18790;NULL;Julia;NULL;Martin;NULL;8315 Near Ct.;NULL;Renton;Washington;United States;98055;302-555-0133;36429;High School;Manual;F;M;0;1;0;0;26202;6/03/2017;0;46.06;NO;14/09/2024;25;24 -29
13812;NULL;Joanna;NULL;Munoz;NULL;10, rue de Maubeuge;NULL;Orleans;Loiret;France;45000;1 (11) 500 555-0162;30462;Partial College;Skilled Manual;F;S;0;1;0;0;51440;6/03/2017;0;49.72;NO;14/09/2024;41;40-59
20451;NULL;Kelli;A;Anand;NULL;773 Mt. Wilson Place;NULL;Newcastle;New South Wales;Australia;2300;1 (11) 500 555-0161;28260;High School;Skilled Manual;F;S;1;1;0;0;61137;6/03/2017;0;48.22;NO;14/09/2024;47;40-59
27914;NULL;Jasmine;NULL;Foster;NULL;419 Mills Dr.;NULL;Coronado;California;United States;92118;131-555-0177;34556;Partial College;Clerical;F;S;0;1;0;0;77102;6/03/2017;0;53.32;NO;14/09/2024;30;30-39
20484;NULL;Gabriella;NULL;Morgan;NULL;531 MacArthur Ave;NULL;Palo Alto;California;United States;94303;361-555-0185;22699;Bachelors;Professional;F;S;1;0;1;1;130826;6/03/2017;1;53.07;YES;14/09/2024;63;60+
22328;NULL;Grace;D;Anderson;NULL;8826 Kinross Drive;NULL;Burien;Washington;United States;98168;237-555-0198;34517;Graduate Degree;Professional;F;S;0;3;0;0;136731;6/03/2017;1;56.81;YES;14/09/2024;30;30-39
13093;NULL;Michelle;M;James;NULL;9772 Mountain View Drive;NULL;Olympia;Washington;United States;98501;471-555-0167;28413;Partial High School;Skilled Manual;F;S;1;1;0;0;58759;6/03/2017;0;49.05;NO;14/09/2024;47;40-59
26670;NULL;Jerry;NULL;Johnsen;NULL;3737 Bellord Ct;NULL;Geelong;Victoria;Australia;3220;1 (11) 500 555-0134;32056;Bachelors;Professional;M;M;1;1;1;1;128668;6/03/2017;1;52.27;YES;14/09/2024;37;30-39
23539;NULL;Darren;NULL;Munoz;NULL;5871 Detroit Ave.;NULL;Seaford;Victoria;Australia;3198;1 (11) 500 555-0188;30320;Bachelors;Skilled Manual;M;S;0;1;0;0;55515;6/03/2017;0;55.77;NO;14/09/2024;42;40-59
24317;NULL;Devin;NULL;Thomas;NULL;8521 Knewal Rd;NULL;Newport Beach;California;United States;92625;671-555-0138;31513;Graduate Degree;Management;M;S;1;3;0;0;106602;6/03/2017;0;55.61;NO;14/09/2024;38;30-39
16214;NULL;Brett;L;Fernandez;NULL;6051 Mepham Dr.;NULL;Bellingham;Washington;United States;98225;343-555-0171;31446;Graduate Degree;Clerical;M;M;1;1;1;1;78779;6/03/2017;1;57.17;YES;14/09/2024;39;30-39
22395;NULL;Jermaine;E;Patel;NULL;2822 Bluejay Dr.;NULL;Paris;Seine (Paris);France;75007;1 (11) 500 555-0179;21330;Bachelors;Management;M;S;1;3;1;1;109510;6/03/2017;1;51.5;YES;14/09/2024;66;60+
14370;NULL;Meghan;NULL;Dominguez;NULL;3610 Seal Way;NULL;Burnaby;British Columbia;Canada;V3J 6Z3;753-555-0119;33856;Graduate Degree;Skilled Manual;F;M;0;0;0;2;56461;6/03/2017;1;48.66;YES;14/09/2024;32;30-39
23094;NULL;Carolyn;NULL;Gill;NULL;2406 Kane Circle;NULL;Melton;Victoria;Australia;3337;1 (11) 500 555-0151;25563;Partial High School;Manual;F;M;1;1;0;2;30509;6/03/2017;0;45.8;NO;14/09/2024;55;40-59
12966;NULL;Dennis;E;Zhu;NULL;5149 Atchinson Stage Ct.;NULL;Beverly Hills;California;United States;90210;558-555-0129;29654;High School;Skilled Manual;M;M;1;2;0;2;54325;6/03/2017;1;50.43;YES;14/09/2024;44;40-59
16356;NULL;Sophia;F;Baker;NULL;2532 Jacqueline Drive;NULL;Palo Alto;California;United States;94303;199-555-0115;35051;Partial College;Management;F;M;1;1;0;0;103545;6/03/2017;0;50.87;NO;14/09/2024;29;24 -29
16831;NULL;Theodore;T;Vazquez;NULL;7490 Sharon Dr;NULL;Gloucestershire;England;United Kingdom;GL7 1RY;1 (11) 500 555-0126;27526;Partial College;Skilled Manual;M;M;1;1;1;1;57983;6/03/2017;1;59.63;YES;14/09/2024;49;40-59
27816;NULL;Erick;J;Kapoor;NULL;28, avenue de la Gare;NULL;Croix;Nord;France;59170;1 (11) 500 555-0193;36152;High School;Skilled Manual;M;S;0;2;0;0;62267;6/03/2017;0;48.14;NO;14/09/2024;26;24 -29
23102;NULL;Barbara;NULL;Zeng;NULL;1176 Oily Road;NULL;Sydney;New South Wales;Australia;1002;1 (11) 500 555-0114;26486;High School;Clerical;F;M;1;2;1;1;81749;6/03/2017;1;49.8;YES;14/09/2024;52;40-59
21772;NULL;Sarah;G;Patterson;NULL;2073 Santa Fe Dr.;NULL;Portland;Oregon;United States;97205;237-555-0130;24154;Bachelors;Clerical;F;M;1;1;0;2;85178;6/03/2017;0;50.35;NO;14/09/2024;59;40-59
20627;NULL;Theresa;NULL;Navarro;NULL;1626 Green Valley Road;NULL;South Melbourne;Victoria;Australia;3205;1 (11) 500 555-0116;32965;High School;Clerical;F;M;1;1;0;1;77694;6/03/2017;1;49.94;YES;14/09/2024;34;30-39
28313;NULL;Brett;M;Perez;NULL;3444 Elkwood Dr.;NULL;Townsville;Queensland;Australia;4810;1 (11) 500 555-0145;30025;Bachelors;Clerical;M;S;1;2;0;0;77497;6/03/2017;1;52.48;YES;14/09/2024;43;40-59
20203;NULL;Roy;D;Blanco;NULL;3416 Cunha Ct;NULL;Beaverton;Oregon;United States;97005;953-555-0123;29121;Graduate Degree;Skilled Manual;M;M;1;1;1;2;54906;6/03/2017;1;56.33;YES;14/09/2024;45;40-59
23851;NULL;Mariah;K;Rogers;NULL;2579 The Trees Dr.;NULL;W. Linn;Oregon;United States;97068;491-555-0125;33343;Graduate Degree;Skilled Manual;F;S;0;1;0;0;60704;6/03/2017;0;48.75;NO;14/09/2024;33;30-39
22400;NULL;Ruben;NULL;Martin;NULL;4070 Lacorso Drive;NULL;South Melbourne;Victoria;Australia;3205;1 (11) 500 555-0112;36665;Partial College;Management;M;M;0;0;0;0;113092;6/03/2017;1;50.91;YES;14/09/2024;24;24 -29
28273;NULL;Madeline;NULL;Mitchell;NULL;8141 Mitchell Canyon Road;NULL;Redwood City;California;United States;94063;922-555-0195;27620;High School;Skilled Manual;F;M;1;1;1;2;60659;6/03/2017;1;52.05;YES;14/09/2024;49;40-59
23769;NULL;Natasha;NULL;Dominguez;NULL;8721 Nahua;NULL;Lancaster;England;United Kingdom;LA1 1LN;1 (11) 500 555-0181;33242;Partial High School;Skilled Manual;F;S;0;1;0;0;56238;6/03/2017;0;51.23;NO;14/09/2024;34;30-39
28706;NULL;Reginald;NULL;Ashe;NULL;Heiderplatz 978;NULL;Berlin;Saarland;Germany;12311;1 (11) 500 555-0115;26520;Partial College;Manual;M;S;1;1;0;0;27851;6/03/2017;0;52.89;NO;14/09/2024;52;40-59
21055;NULL;Kristi;NULL;Carlson;NULL;Berliner Platz 92;NULL;Hof;Bayern;Germany;95010;1 (11) 500 555-0114;32330;Graduate Degree;Skilled Manual;F;M;0;1;1;1;54797;6/03/2017;1;49.33;YES;14/09/2024;36;30-39
14878;NULL;Marcus;NULL;Murphy;NULL;642 Camby Rd.;NULL;Olympia;Washington;United States;98501;893-555-0161;31474;Graduate Degree;Professional;M;M;1;2;0;0;134622;6/03/2017;0;60.75;NO;14/09/2024;39;30-39
13550;NULL;Joe;NULL;Malhotra;NULL;88, avenue de l¬¥ Union Centrale;NULL;Saint Germain en Laye;Yveline;France;78100;1 (11) 500 555-0169;32660;Partial College;Skilled Manual;M;S;0;1;0;0;59587;6/03/2017;0;48.89;NO;14/09/2024;35;30-39
19168;NULL;Nathan;NULL;Kumar;NULL;143 Louisiana Dr;NULL;Beaverton;Oregon;United States;97005;601-555-0110;30608;Bachelors;Clerical;M;S;0;1;0;0;79035;6/03/2017;1;58.07;YES;14/09/2024;41;40-59
29436;NULL;Adriana;C;Raman;NULL;Carlsplatz 4;NULL;Hamburg;Hessen;Germany;22001;1 (11) 500 555-0164;29603;Bachelors;Manual;F;S;0;0;0;0;29023;6/03/2017;0;48.92;NO;14/09/2024;44;40-59
18564;NULL;John;T;Moore;NULL;5117 Oak Creek Ct.;NULL;Grossmont;California;United States;91941;171-555-0191;31904;Bachelors;Clerical;M;S;0;0;0;0;80649;6/03/2017;1;53.05;YES;14/09/2024;37;30-39
19678;NULL;Martin;NULL;Rodriguez;NULL;9752 Benita Way;NULL;Burien;Washington;United States;98168;284-555-0150;33457;Graduate Degree;Management;M;M;1;2;0;0;110280;6/03/2017;1;51.99;YES;14/09/2024;33;30-39
27104;NULL;Randy;B;Zhu;NULL;388 Mt. Everest Court;NULL;Bellflower;California;United States;90706;837-555-0157;33149;Graduate Degree;Manual;M;M;0;0;1;1;35269;6/03/2017;1;47.14;YES;14/09/2024;34;30-39
25150;NULL;Xavier;NULL;Jones;NULL;3685 Pleasant Hill Rd;NULL;Long Beach;California;United States;90802;380-555-0167;28456;Bachelors;Clerical;M;S;1;2;0;0;85227;6/03/2017;1;61.27;YES;14/09/2024;47;40-59
21899;NULL;Marie;NULL;Vazquez;NULL;3733 Water Street;NULL;Lavender Bay;New South Wales;Australia;2060;1 (11) 500 555-0136;33338;Partial High School;Skilled Manual;F;M;0;0;0;1;53367;6/03/2017;1;48.49;YES;14/09/2024;33;30-39
19247;NULL;Michele;L;Martinez;NULL;1955 Sequoia Drive;NULL;Milton Keynes;England;United Kingdom;MK8 8DF;1 (11) 500 555-0198;32270;Graduate Degree;Professional;F;M;1;1;0;1;134610;6/03/2017;0;52.57;NO;14/09/2024;36;30-39
26391;NULL;Dominique;S;Arun;NULL;83, rue de Fontfroide;NULL;Les Ulis;Essonne;France;91940;1 (11) 500 555-0181;23645;High School;Clerical;F;S;1;2;0;1;84039;6/03/2017;0;54.05;NO;14/09/2024;60;60+
16912;NULL;Dalton;A;Patterson;NULL;6670 Brook St.;NULL;Olympia;Washington;United States;98501;164-555-0118;21982;Bachelors;Management;M;M;1;0;1;2;105071;6/03/2017;1;54.71;YES;14/09/2024;65;60+
18880;NULL;Jarrod;NULL;Sanchez;NULL;1417 Roosevelt Avenue;NULL;Beaverton;Oregon;United States;97005;175-555-0161;22347;Graduate Degree;Management;M;M;1;3;0;3;110879;6/03/2017;1;51.46;YES;14/09/2024;64;60+
26959;NULL;Alisha;D;Nara;NULL;6021 Ellis St.;NULL;London;England;United Kingdom;W1X3SE;1 (11) 500 555-0183;32715;Graduate Degree;Clerical;F;M;1;2;1;2;82725;6/03/2017;1;51.84;YES;14/09/2024;35;30-39
19551;NULL;Samuel;NULL;Alexander;NULL;6210 S. 88th Street;NULL;Redmond;Washington;United States;98052;571-555-0176;28523;Graduate Degree;Management;M;M;1;2;1;2;108146;6/03/2017;1;56.6;YES;14/09/2024;47;40-59
23878;NULL;Chloe;L;Wood;NULL;5097 Waterfall Way;NULL;San Francisco;California;United States;94109;291-555-0118;31631;Graduate Degree;Management;F;S;1;3;0;0;109719;6/03/2017;0;52.12;NO;14/09/2024;38;30-39
16561;NULL;Kurt;NULL;Yuan;NULL;8869 C Olivera Rd;NULL;Leeds;England;United Kingdom;LE18;1 (11) 500 555-0151;33213;Bachelors;Clerical;M;M;1;1;0;1;79292;6/03/2017;0;49.74;NO;14/09/2024;34;30-39
25046;NULL;Caleb;P;Long;NULL;7023 Stallion Way;NULL;Newton;British Columbia;Canada;V2M1P1;717-555-0162;34222;Partial College;Manual;M;M;0;0;0;0;33739;6/03/2017;1;45.85;YES;14/09/2024;31;30-39
17565;NULL;Alexandra;NULL;Murphy;NULL;7390 Notre Dame Avenue;NULL;Kirkland;Washington;United States;98033;160-555-0167;33230;Bachelors;Professional;F;M;1;2;0;0;138003;6/03/2017;1;52.41;YES;14/09/2024;34;30-39
12878;NULL;Gilbert;L;Sun;NULL;7264 Ambush Dr..;NULL;Beverly Hills;California;United States;90210;131-555-0171;33861;High School;Skilled Manual;M;M;0;2;0;1;57773;6/03/2017;0;48.58;NO;14/09/2024;32;30-39
26608;NULL;Aaron;R;Nelson;NULL;9819 Anchor Court;NULL;Beverly Hills;California;United States;90210;690-555-0178;30514;Graduate Degree;Manual;M;S;0;0;0;0;27038;6/03/2017;0;50.15;NO;14/09/2024;41;40-59
12539;NULL;Marc;J;Dominguez;NULL;1994, rue des Pyrenees;NULL;Orly;Val de Marne;France;94310;1 (11) 500 555-0137;20235;Graduate Degree;Professional;M;S;1;2;1;1;128094;6/03/2017;1;53.16;YES;14/09/2024;69;60+
18042;NULL;Stanley;NULL;Srini;NULL;782 West Way;NULL;York;England;United Kingdom;YO15;1 (11) 500 555-0194;34047;Partial High School;Skilled Manual;M;S;0;1;0;0;52880;6/03/2017;0;52.95;NO;14/09/2024;32;30-39
23659;NULL;Drew;NULL;Shan;NULL;1284 Poppy Pl.;NULL;Cranbourne;Victoria;Australia;3977;1 (11) 500 555-0126;33704;High School;Clerical;M;S;0;0;0;0;81100;6/03/2017;0;51.58;NO;14/09/2024;32;30-39
13543;NULL;Phillip;NULL;Rana;NULL;Reiherweg 5944;NULL;Leipzig;Nordrhein-Westfalen;Germany;4139;1 (11) 500 555-0152;28704;Bachelors;Management;M;S;1;2;0;0;108378;6/03/2017;1;62.85;YES;14/09/2024;46;40-59
22461;NULL;Arturo;NULL;Luo;NULL;7164 Pinncale Drive;NULL;Watford;England;United Kingdom;WA3;1 (11) 500 555-0188;32420;Partial College;Skilled Manual;M;S;0;0;0;0;57084;6/03/2017;1;47.81;YES;14/09/2024;36;30-39
17331;NULL;Keith;NULL;Stone;NULL;7026 Hooftrail Way;NULL;South Melbourne;Victoria;Australia;3205;1 (11) 500 555-0139;29957;Partial College;Skilled Manual;M;M;1;1;1;2;54430;6/03/2017;1;54.47;YES;14/09/2024;43;40-59
23912;NULL;Arthur;NULL;Sanchez;NULL;Pappelallee 229;NULL;Kassel;Hessen;Germany;34117;1 (11) 500 555-0114;31242;High School;Clerical;M;S;0;2;0;0;83591;6/03/2017;1;59.54;YES;14/09/2024;39;30-39
18559;NULL;Lucas;NULL;Adams;NULL;2500 Ward Court;NULL;Sedro Woolley;Washington;United States;98284;300-555-0118;33589;Graduate Degree;Clerical;M;M;1;3;2;2;81482;6/03/2017;1;51.12;YES;14/09/2024;33;30-39
13780;NULL;Monica;NULL;Perez;NULL;6, impasse Notre-Dame;NULL;Colombes;Hauts de Seine;France;92700;1 (11) 500 555-0191;31613;High School;Manual;F;M;0;0;0;1;34874;6/03/2017;0;45.97;NO;14/09/2024;38;30-39
26627;NULL;Jose;J;Alexander;NULL;6905 Camino Ricardo;NULL;Coronado;California;United States;92118;873-555-0162;31996;Graduate Degree;Clerical;M;M;1;1;1;1;83080;6/03/2017;1;52.61;YES;14/09/2024;37;30-39
21067;NULL;Frank;NULL;Jimenez;NULL;3213 Yellowood Lane;NULL;Lancaster;England;United Kingdom;LA1 1LN;1 (11) 500 555-0174;31111;Partial High School;Skilled Manual;M;S;0;1;0;0;54081;6/03/2017;1;59.09;YES;14/09/2024;40;40-59
13155;NULL;Jay;C;Gutierrez;NULL;2402 Sutherland Dr.;NULL;South Melbourne;Victoria;Australia;3205;1 (11) 500 555-0162;21651;Graduate Degree;Professional;M;M;1;2;1;2;131213;6/03/2017;1;53.15;YES;14/09/2024;65;60+
14705;NULL;Riley;NULL;Wood;NULL;1061 Carzino Ct;NULL;Kirkby;England;United Kingdom;KB9;1 (11) 500 555-0121;33618;Partial College;Skilled Manual;F;S;0;2;0;0;56211;6/03/2017;0;49.14;NO;14/09/2024;33;30-39
25141;NULL;Walter;NULL;Gutierrez;NULL;5498 Treat Blvd.;NULL;London;England;United Kingdom;SW8 1XD;1 (11) 500 555-0149;34228;Partial High School;Manual;M;S;0;1;0;0;27467;6/03/2017;0;44.69;NO;14/09/2024;31;30-39
19988;NULL;Jordan;NULL;Long;NULL;3733 Water Street;NULL;Sooke;British Columbia;Canada;V0;445-555-0153;33338;Graduate Degree;Management;M;M;1;1;0;1;107170;6/03/2017;0;51.5;NO;14/09/2024;33;30-39
23961;NULL;Karen;NULL;Huang;NULL;Galeriestr 6266;NULL;Saarlouis;Saarland;Germany;66740;1 (11) 500 555-0122;34872;Partial College;Manual;F;S;0;1;0;0;30183;6/03/2017;0;46.54;NO;14/09/2024;29;24 -29
15912;NULL;Mya;C;Simmons;NULL;7799 Reality Dr;NULL;Santa Monica;California;United States;90401;891-555-0191;26365;High School;Skilled Manual;F;S;1;2;0;0;51373;6/03/2017;0;52.32;NO;14/09/2024;53;40-59
20032;NULL;Marcus;NULL;Walker;NULL;8386 Candelero Place;NULL;Tacoma;Washington;United States;98403;324-555-0182;30752;Bachelors;Professional;M;S;1;2;0;0;135181;6/03/2017;1;58.6;YES;14/09/2024;41;40-59
